,App Name,Review,"Revew Length
 in Characters",Mongo ID
0,KATRETTER,"Nach eigener Erfahrung eine klasse App! 

an die Entwickler: bitte bindet die Navigation in die App mit ein! Bei der Suche nach dem Einsatzort stellt der Wechsel zwischen KatRetter App und Navigations App das größte Problem dar. 

Eine Probealarm Funktion wäre auch sinnvoll. Gerade für neue Nutzer erleichtert das sich mit der App vertraut zu machen.",351,647f76bd680d74183cf1f223
1,KATRETTER,Finde die App eine super Idee und hoffe das bald noch mehr Landkreise (unter anderem meiner) sich daran beteiligen :),117,647f76bd680d74183cf1f22c
2,KATRETTER,"Zumindest in Berlin funktioniert die App sehr gut. Verbunden mit der Feuerwehr Berlin hatte ich innerhalb drei Wochen bereits vier Alamierungen. Die App ist mM nach sehr gut umgesetzt worden. Sie ist sehr sichtlich, gibt alle relevanten Informationen aus und erlaubt, die Adresse über Google Maps zu navigieren. 
Der Alarm ist ausreichend laut uns funktioniert auch im Stummmodus. 
Das blöde und gute Zugleich ist, dass ich die Alamierungen bisher zwar angenommen habe, aber jedes mal erst nach dem Rettungsdienst eingetroffen bin. Ich denke, dass die Lage in Stadtzentrum es dem Rettungsdienst ermöglicht innerhalb von 5-7min am Ort zu sein.",642,647f76bd680d74183cf1f21a
3,KATRETTER,Es ist eine sehr gute Idee da es viele Menschen gibt die Helfen möchten und können  die werden dann hier alarmiert wenn es einen Notfall gibt. Eine Test Funktion für denn Alarm wäre auch noch eine Tolle Sache. Ich freue mich schon wenn es im Saarland auch verfügbar ist.,270,647f76bd680d74183cf1f225
4,KATRETTER,"Ich habe die App seit ein paar Monaten. In Berlin Kreuzberg bekomme ich so alle 2-3 Wochen einen Alarm. Gut ist auch, dass man oft nicht allein ist, meist gibt es noch einen anderen Retter, der gleichzeitig alarmiert wird. Meist wird man dank der kurzen Anfahrtszeit der RTWs nicht gebraucht, ich war aber auch schon zwei Mal Ersthelferin und habe ein paar Minuten überbrückt bis zum Eintreffen der Rettungskräfte. Dort wurde ich immer respektvoll behandelt und alle wussten Bescheid, was die Katretter-App ist. Ich finde auch die Infos auf der Feuerwehrwebsite hilfreich, wenn man vor dem ersten Alarm nicht so richtig weiß, wie man sich am Einsatzort verhalten soll. 

Der Alarmton ist für mich laut und prägnant genug, eine Auswahl aus verschiedenen Tönen wäre aber nicht schlecht. 
Den Nachbesprechungsbogen finde ich auch gut.
Insgesamt eine super App! 

Eine Idee: vielleicht gibts sogar noch eine Möglichkeit einzubetten, wo ein nächstgelegener AED ist? In Berlin macht das wahrscheinlich keinen großen zeitlichen Unterschied zum Eintreffen des RTWs, aber manchmal gibt es ja doch in direkter Umgebung zufällig einen, der dann sehr hilfreich wäre.",1154,647f76bd680d74183cf1f21f
5,KATRETTER,"Als Kattretter ist man eher selten gefordert, aber wenn man erster ist und die Indikation stimmt kann man leben / Hirn von Menschen retten. 

Für den Anwender wären eine anonyme Alarmliste super, so dass die Einsatznummer ersichtlich bleibt, für ggf spätere Nachfragen bei der Leitstelle. Auch eine flexiblere Navigation in der App (zurück) so das versehentliches Angekommen Abbruch…… nochmals rückgängig machbar wäre fehlt aus meiner Sicht.",441,647f76bd680d74183cf1f221
6,KATRETTER,"Die App ist eigentlich ganz wunderbar! Tolle Idee! 
Was mir fehlt, währe ein „Verfügbar“ Button mit dem man sich selbst Verfügbar oder eben nicht verfügbar schalten kann. 
Die App greift natürlich permanent auf den Standort zu. Das frisst unheimlich viel Akku. 
Ich schalte daher Nachts oder auf Arbeit die Ortungsdienste für die App aus.

Mit ein paar Nachbesserungen wird das ganz super! Weiter so!",400,647f76bd680d74183cf1f22f
7,KATRETTER,"Bitte weiter fördern, kann Menschenleben retten!",48,647f76bd680d74183cf1f22e
8,KATRETTER,Würde mir wünschen wenn mehr Landkreise bzw Leitstellen diese App benutzen. Ich weiß leider nicht wie oft das Update kommt zwecks neuer Leitstellen um auch die App voll und ganz zu benutzen. Aber so an sich ne gute Sache .,222,647f76bd680d74183cf1f22a
9,KATRETTER,"Die App und die Idee dahinter sind schon mal ein guter Ansatz für schnelle medizinische Hilfe. 
Die Registrierung im Land Berlin ist einfach und schnell für jedermann möglich. 
Eine Registrierung in den Landkreisen ist in dieser anscheinend nicht möglich, bzw. es gibt nur Informationen der jeweiligen Leitstellen aber keine Möglichkeit/Button um sich auch dort zu registrieren. 
Gerade das Berliner Umland wird vielen fehlen, da doch viele Tausende Pendler täglich in und um Berlin aufhalten.",493,647f76bd680d74183cf1f219
10,KATRETTER,"Ich wurde das erstmal alarmiert. Mein Handy war auf stumm geschaltet und wurde trotzdem laut alarmiert. Man kann auswählen welche Navigationsapp man benutzen will. Ich habe mich für Googlemaps  entschieden. Ich wurde sehr Präzise navigiert. Auch habe ich präzise Angaben bekommen. Wo, welche Etage, wer wartet. Gibt es  Zugang zur Wohnung. Der integrierte Ersthelfer Ausweis ist sehr hilfreich. Wenn die Feuerwehr vor Ort ist kann man ganz einfach den Einsatz beenden. Auch habe ich jederzeit die Möglichkeit kein den Einsatz zu beenden oder abzubrechen. Gut war auch das Polizei und Feuerwehr, zu mindest bei mir hier in Berlin, sofort Bescheid wussten und mich nicht abgewimmelt haben.",687,647f76bd680d74183cf1f21b
11,KATRETTER,"Ich würde mich gerne als Ersthelfer registrieren, leider ist das nicht möglich, weil nur Mitglieder weniger Organisationen teilnehmen können.",141,647f76bd680d74183cf1f231
12,KATRETTER,"… was ich mich allerdings frage, ist, ob es in letzter Zeit nicht irgend ein Fehler gibt. Ich bin früher vor so einem Jahr teilweise täglich Alarme gelaufen, dann hat es plötzlich aufgehört. Und das geht nicht nur mir so sondern auch vielen anderen die auch registriert sind. Muss man vielleicht irgend was bestimmtes einstellen, was nirgendwo steht oder ich es zumindest nicht gefunden habe? Ich bin bei meiner alten Wohnung mindestes 1-2 mal die Woche im selben Altersheim gewesen, aber auch das hat ganz plötzlich gestoppt (und da werden ja nicht plötzlich keine Leute mehr rea pflichtig werden). 
Das Konzept macht ja auch wirklich Sinn. Hab fast jedes Mal noch mehrere Minuten alleine gedrückt bevor der RD eingetroffen ist.

Wäre schön darüber vielleicht ne Info zu bekommen.",781,647f76bd680d74183cf1f21c
